Date,Close
2015-01-02,40.152488708496094
2015-01-05,39.78324890136719
2015-01-06,39.199344635009766
2015-01-07,39.69738006591797
2015-01-08,40.86520767211914
2015-01-09,40.521728515625
2015-01-12,40.01510238647461
2015-01-13,39.80900573730469
2015-01-14,39.46552658081055
2015-01-15,39.0533447265625
2015-01-16,39.705970764160156
2015-01-20,39.83476638793945
2015-01-21,39.431175231933594
2015-01-22,40.47020721435547
2015-01-23,40.513126373291016
2015-01-26,40.367156982421875
2015-01-27,36.6318473815918
2015-01-28,35.369564056396484
2015-01-29,36.07368087768555
2015-01-30,34.69120407104492
2015-02-02,35.44684982299805
2015-02-03,35.72163391113281
2015-02-04,35.92770767211914
2015-02-05,36.45151138305664
2015-02-06,36.41717529296875
2015-02-09,36.37422561645508
2015-02-10,36.580326080322266
2015-02-11,36.391422271728516
2015-02-12,37.00108337402344
2015-02-13,37.670867919921875
2015-02-17,37.68816375732422
2015-02-18,37.6449089050293
2015-02-19,37.61897277832031
2015-02-20,37.9302978515625
2015-02-23,38.181095123291016
2015-02-24,38.129207611083984
2015-02-25,38.042728424072266
2015-02-26,38.103267669677734
2015-02-27,37.92164993286133
2015-03-02,37.94758987426758
2015-03-03,37.4287109375
2015-03-04,37.23844909667969
2015-03-05,37.28169631958008
2015-03-06,36.63309097290039
2015-03-09,37.05683517456055
2015-03-10,36.34771728515625
2015-03-11,36.304466247558594
2015-03-12,35.47426223754883
2015-03-13,35.785579681396484
2015-03-16,35.94125747680664
2015-03-17,36.06232452392578
2015-03-18,36.75416946411133
2015-03-19,36.57255172729492
2015-03-20,37.08277893066406
2015-03-23,37.065494537353516
2015-03-24,37.100093841552734
2015-03-25,35.85476303100586
2015-03-26,35.6385612487793
2015-03-27,35.431026458740234
2015-03-30,35.42237091064453
2015-03-31,35.162925720214844
2015-04-01,35.214820861816406
2015-04-02,34.84295654296875
2015-04-06,35.93259811401367
2015-04-07,35.91531753540039
2015-04-08,35.8201789855957
2015-04-09,35.8720817565918
2015-04-10,36.079627990722656
2015-04-13,36.11420822143555
2015-04-14,36.01908874511719
2015-04-15,36.54660415649414
2015-04-16,36.46014404296875
2015-04-17,35.993141174316406
2015-04-20,37.10873794555664
2015-04-21,36.875244140625
2015-04-22,37.177921295166016
2015-04-23,37.48060607910156
2015-04-24,41.39816665649414
2015-04-27,41.53654098510742
2015-04-28,42.51377487182617
2015-04-29,42.42728042602539
2015-04-30,42.064064025878906
2015-05-01,42.08137130737305
2015-05-04,41.718143463134766
2015-05-05,41.16465759277344
2015-05-06,40.023128509521484
2015-05-07,40.38633346557617
2015-05-08,41.294395446777344
2015-05-11,40.96575927734375
2015-05-12,40.94847106933594
2015-05-13,41.190616607666016
2015-05-14,42.13325119018555
2015-05-15,41.77002716064453
2015-05-18,41.519229888916016
2015-05-19,41.4147834777832
2015-05-20,41.4147834777832
2015-05-21,41.27552032470703
2015-05-22,40.82290267944336
2015-05-26,40.55306625366211
2015-05-27,41.440895080566406
2015-05-28,41.301639556884766
2015-05-29,40.78809356689453
2015-06-01,41.11012268066406
2015-06-02,40.84029769897461
2015-06-03,40.779380798339844
2015-06-04,40.35287857055664
2015-06-05,40.1613655090332
2015-06-08,39.80450439453125
2015-06-09,39.73486328125
2015-06-10,40.57046890258789
2015-06-11,40.42251205444336
2015-06-12,40.013389587402344
2015-06-15,39.58689498901367
2015-06-16,39.89155197143555
2015-06-17,40.013389587402344
2015-06-18,40.66622543334961
2015-06-19,40.12654495239258
2015-06-22,40.239707946777344
2015-06-23,39.961181640625
2015-06-24,39.72616195678711
2015-06-25,39.73486328125
2015-06-26,39.3953971862793
2015-06-29,38.62071990966797
2015-06-30,38.429229736328125
2015-07-01,38.69036102294922
2015-07-02,38.64684295654297
2015-07-06,38.638126373291016
2015-07-07,38.55978775024414
2015-07-08,38.507564544677734
2015-07-09,38.751285552978516
2015-07-10,38.82962417602539
2015-07-13,39.63912582397461
2015-07-14,39.70875549316406
2015-07-15,39.83061218261719
2015-07-16,40.61399841308594
2015-07-17,40.579185485839844
2015-07-20,40.84029769897461
2015-07-21,41.153663635253906
2015-07-22,39.63912582397461
2015-07-23,40.13526916503906
2015-07-24,39.98728561401367
2015-07-27,39.47373580932617
2015-07-28,39.46504211425781
2015-07-29,40.29193878173828
2015-07-30,40.80549240112305
2015-07-31,40.64881134033203
2015-08-03,40.74454879760742
2015-08-04,41.379974365234375
2015-08-05,41.4147834777832
2015-08-06,40.579185485839844
2015-08-07,40.683631896972656
2015-08-10,41.197181701660156
2015-08-11,40.39638900756836
2015-08-12,40.683631896972656
2015-08-13,40.674922943115234
2015-08-14,40.90993881225586
2015-08-17,41.188472747802734
2015-08-18,41.416282653808594
2015-08-19,40.838008880615234
2015-08-20,40.00565719604492
2015-08-21,37.73639678955078
2015-08-24,36.51852035522461
2015-08-25,35.45835494995117
2015-08-26,37.42097473144531
2015-08-27,38.463600158691406
2015-08-28,38.48989486694336
2015-08-31,38.13066482543945
2015-09-01,36.641178131103516
2015-09-02,37.99047088623047
2015-09-03,38.11314010620117
2015-09-04,37.33335876464844
2015-09-08,38.45484161376953
2015-09-09,37.73639678955078
2015-09-10,37.92914962768555
2015-09-11,38.09561538696289
2015-09-14,37.71010971069336
2015-09-15,38.53369903564453
2015-09-16,38.81406784057617
2015-09-17,38.77027130126953
2015-09-18,38.09561538696289
2015-09-21,38.647605895996094
2015-09-22,38.463600158691406
2015-09-23,38.43732452392578
2015-09-24,38.472373962402344
2015-09-25,38.49864959716797
2015-09-28,37.92914962768555
2015-09-29,38.06056213378906
2015-09-30,38.77902603149414
2015-10-01,39.085689544677734
2015-10-02,39.92678451538086
2015-10-05,40.855552673339844
2015-10-06,40.96067428588867
2015-10-07,41.004478454589844
2015-10-08,41.5739860534668
2015-10-09,41.27608871459961
2015-10-12,41.179718017578125
2015-10-13,41.083335876464844
2015-10-14,40.89934539794922
2015-10-15,41.188472747802734
2015-10-16,41.626564025878906
2015-10-19,41.72292709350586
2015-10-20,41.8543586730957
2015-10-21,41.35495376586914
